Month,Hours
2018-12,163446.75
2019-01,123089
2019-02,127966.75
2019-03,159613.75
2019-04,123968
2019-05,126006
2019-06,158805.75
2019-07,126482.5
2019-08,130452
2019-09,158286.25
2019-10,128587.25
2019-11,131022.25
