Month,Hours
2018-05,126510.00
2018-06,126181.75
2018-07,160068.25
2018-08,131190.50
2018-09,161225.75
2018-10,132055.25
2018-11,133395.00
2018-12,163448.00
2019-01,123089.25
2019-02,127957.25
2019-03,159281.75
2019-04,123206.50
