Month,Hours
2019-08,130599
2019-09,158316.25
2019-10,128703.25
2019-11,131688.5
2019-12,161098.75
2020-01,122749.5
2020-02,126637.5
2020-03,160223.25
2020-04,121810.75
2020-05,154841.25
2020-06,125022.25
2020-07,125076.25
