Month,Hours
2018-08,131190.50
2018-09,161225.75
2018-10,132085.25
2018-11,133432.75
2018-12,163448.00
2019-01,123089.25
2019-02,127969.75
2019-03,159603.25
2019-04,124087.00
2019-05,126188.75
2019-06,158823.00
2019-07,126103.25
