Month,Hours
2017-10,166246.25
2017-11,135546.00
2017-12,165397.50
2018-01,129267.75
2018-02,134064.75
2018-03,132887.25
2018-04,158424.25
2018-05,126476.75
2018-06,126150.25
2018-07,160002.75
2018-08,130959.50
2018-09,160723.50
