Month,Hours
2020-02,126674.5
2020-03,160220
2020-04,121774.75
2020-05,154848.25
2020-06,125117.5
2020-07,125811.75
2020-08,160534.25
2020-09,124082
2020-10,125081.75
2020-11,161582.5
2020-12,126433.25
2021-01,148329.75
