Month,Hours
2016-10,171021.5
2016-11,139963.75
2016-12,140337.5
2017-01,159035.75
2017-02,131185.5
2017-03,130784.5
2017-04,162902.5
2017-05,129104
2017-06,130905.75
2017-07,163016.5
2017-08,131037.5
2017-09,132937.5
