Month,Hours
2017-09,133718
2017-10,166264
2017-11,135558.75
2017-12,165405.5
2018-01,129281.25
2018-02,134076.75
2018-03,132908.5
2018-04,158390.75
2018-05,126435.75
2018-06,126150.5
2018-07,159894
2018-08,130459.5
