Month,Hours
2018-07,160068.25
2018-08,131190.5
2018-09,161225.75
2018-10,132085.25
2018-11,133432.75
2018-12,163448
2019-01,123089.25
2019-02,127969.75
2019-03,159540
2019-04,123928
2019-05,126189.5
2019-06,158337.25
