Month,Hours
2018-11,133432.75
2018-12,163448
2019-01,123089.25
2019-02,127967.75
2019-03,159603
2019-04,123977
2019-05,126016.25
2019-06,158762
2019-07,126482.5
2019-08,130442
2019-09,157900.5
2019-10,126339.5
