Month,Hours
2019-03,126181.75
2019-04,160067.75
2019-05,131190.50
2019-06,161225.75
2019-07,132085.25
2019-08,133431.75
2019-09,163446.25
2019-10,123086.75
2019-11,127964.75
2019-12,159613.25
2020-01,123995.25
2020-02,126002.75
