Month,Hours
2016-12,140337.5
2017-01,159035.75
2017-02,131185.5
2017-03,130784.5
2017-04,162902.5
2017-05,129084.75
2017-06,130905.75
2017-07,163047.75
2017-08,131220.75
2017-09,133645.5
2017-10,165883.25
2017-11,134742
