Month,Hours
2018-04,158465.5
2018-05,126510
2018-06,126181.75
2018-07,160068.25
2018-08,131190.5
2018-09,161225.75
2018-10,132055.25
2018-11,133395
2018-12,163450
2019-01,123090.25
2019-02,127903.75
2019-03,159007.25
