Month,Hours
2018-11,135546.00
2018-12,165397.50
2018-01,129267.75
2018-02,134064.75
2018-03,132887.25
2018-04,158465.50
2018-05,126512.00
2018-06,126187.25
2018-07,160039.75
2018-08,131067.50
2018-09,160909.25
2018-10,130890.50
