Month,Hours
2017-11,134064.75
2017-12,132887.25
2018-01,158465.5
2018-02,126512
2018-03,126188
2018-04,160039.75
2018-05,131111.5
2018-06,161181.5
2018-07,131976.25
2018-08,133289.25
2018-09,163362.75
2018-10,122760
